"id";"textsuggest";"subtext";"extrasearch";"extradisplay";"type";"action";"value";"popularity";"thumbnail_url";"phonetic"
"CO_SK";"Slovakia";"Capital: Bratislava";"SK";;"Countries";;;5455000;"http://flags.blogpotato.de/flags/large/all/sk.png";
"CO_SL";"Sierra Leone";"Capital: Freetown";"SL";;"Countries";;;5245695;"http://flags.blogpotato.de/flags/large/all/sl.png";
"CO_SM";"San Marino";"Capital: San Marino";"SM";;"Countries";;;31477;"http://flags.blogpotato.de/flags/large/all/sm.png";
"CO_SN";"Senegal";"Capital: Dakar";"SN";;"Countries";;;12323252;"http://flags.blogpotato.de/flags/large/all/sn.png";
"CO_SO";"Somalia";"Capital: Mogadishu";"SO";;"Countries";;;10112453;"http://flags.blogpotato.de/flags/large/all/so.png";
"CO_SR";"Suriname";"Capital: Paramaribo";"SR";;"Countries";;;492829;"http://flags.blogpotato.de/flags/large/all/sr.png";
"CO_ST";"Sao Tome and Principe";"Capital: São Tomé";"ST";;"Countries";;;175808;"http://flags.blogpotato.de/flags/large/all/st.png";
"CO_SV";"El Salvador";"Capital: San Salvador";"SV";;"Countries";;;6052064;"http://flags.blogpotato.de/flags/large/all/sv.png";
"CO_SX";"Sint Maarten";"Capital: Philipsburg";"SX";;"Countries";;;37429;"http://flags.blogpotato.de/flags/large/all/sx.png";
"CO_SY";"Syria";"Capital: Damascus";"SY";;"Countries";;;22198110;"http://flags.blogpotato.de/flags/large/all/sy.png";
"CO_SZ";"Swaziland";"Capital: Mbabane";"SZ";;"Countries";;;1354051;"http://flags.blogpotato.de/flags/large/all/sz.png";
"CO_TC";"Turks and Caicos Islands";"Capital: Cockburn Town";"TC";;"Countries";;;20556;"http://flags.blogpotato.de/flags/large/all/tc.png";
"CO_TD";"Chad";"Capital: N'Djamena";"TD";;"Countries";;;10543464;"http://flags.blogpotato.de/flags/large/all/td.png";
"CO_TF";"French Southern Territories";"Capital: Port-aux-Français";"TF";;"Countries";;;140;"http://flags.blogpotato.de/flags/large/all/tf.png";
"CO_TG";"Togo";"Capital: Lomé";"TG";;"Countries";;;6587239;"http://flags.blogpotato.de/flags/large/all/tg.png";
"CO_TH";"Thailand";"Capital: Bangkok";"TH";;"Countries";;;67089500;"http://flags.blogpotato.de/flags/large/all/th.png";
"CO_TJ";"Tajikistan";"Capital: Dushanbe";"TJ";;"Countries";;;7487489;"http://flags.blogpotato.de/flags/large/all/tj.png";
"CO_TK";"Tokelau";;"TK";;"Countries";;;1466;"http://flags.blogpotato.de/flags/large/all/tk.png";
"CO_TL";"East Timor";"Capital: Dili";"TL";;"Countries";;;1154625;"http://flags.blogpotato.de/flags/large/all/tl.png";
"CO_TM";"Turkmenistan";"Capital: Ashgabat";"TM";;"Countries";;;4940916;"http://flags.blogpotato.de/flags/large/all/tm.png";
"CO_TN";"Tunisia";"Capital: Tunis";"TN";;"Countries";;;10589025;"http://flags.blogpotato.de/flags/large/all/tn.png";
"CO_TO";"Tonga";"Capital: Nuku'alofa";"TO";;"Countries";;;122580;"http://flags.blogpotato.de/flags/large/all/to.png";
"CO_TR";"Turkey";"Capital: Ankara";"TR";;"Countries";;;77804122;"http://flags.blogpotato.de/flags/large/all/tr.png";
"CO_TT";"Trinidad and Tobago";"Capital: Port of Spain";"TT";;"Countries";;;1228691;"http://flags.blogpotato.de/flags/large/all/tt.png";
"CO_TV";"Tuvalu";"Capital: Funafuti";"TV";;"Countries";;;10472;"http://flags.blogpotato.de/flags/large/all/tv.png";
"CO_TW";"Taiwan";"Capital: Taipei";"TW";;"Countries";;;22894384;"http://flags.blogpotato.de/flags/large/all/tw.png";
"CO_TZ";"Tanzania";"Capital: Dodoma";"TZ";;"Countries";;;41892895;"http://flags.blogpotato.de/flags/large/all/tz.png";
"CO_UA";"Ukraine";"Capital: Kiev";"UA";;"Countries";;;45415596;"http://flags.blogpotato.de/flags/large/all/ua.png";
"CO_UG";"Uganda";"Capital: Kampala";"UG";;"Countries";;;33398682;"http://flags.blogpotato.de/flags/large/all/ug.png";
"CO_UM";"United States Minor Outlying Islands";;"UM";;"Countries";;;0;"http://flags.blogpotato.de/flags/large/all/um.png";
"CO_US";"United States";"Capital: Washington";"US";;"Countries";;;310232863;"http://flags.blogpotato.de/flags/large/all/us.png";
"CO_UY";"Uruguay";"Capital: Montevideo";"UY";;"Countries";;;3477000;"http://flags.blogpotato.de/flags/large/all/uy.png";
"CO_UZ";"Uzbekistan";"Capital: Tashkent";"UZ";;"Countries";;;27865738;"http://flags.blogpotato.de/flags/large/all/uz.png";
"CO_VA";"Vatican";"Capital: Vatican City";"VA";;"Countries";;;921;"http://flags.blogpotato.de/flags/large/all/va.png";
"CO_VC";"Saint Vincent and the Grenadines";"Capital: Kingstown";"VC";;"Countries";;;104217;"http://flags.blogpotato.de/flags/large/all/vc.png";
"CO_VE";"Venezuela";"Capital: Caracas";"VE";;"Countries";;;27223228;"http://flags.blogpotato.de/flags/large/all/ve.png";
"CO_VG";"British Virgin Islands";"Capital: Road Town";"VG";;"Countries";;;21730;"http://flags.blogpotato.de/flags/large/all/vg.png";
"CO_VI";"U.S. Virgin Islands";"Capital: Charlotte Amalie";"VI";;"Countries";;;108708;"http://flags.blogpotato.de/flags/large/all/vi.png";
"CO_VN";"Vietnam";"Capital: Hanoi";"VN";;"Countries";;;89571130;"http://flags.blogpotato.de/flags/large/all/vn.png";
"CO_VU";"Vanuatu";"Capital: Port Vila";"VU";;"Countries";;;221552;"http://flags.blogpotato.de/flags/large/all/vu.png";
"CO_WF";"Wallis and Futuna";"Capital: Matâ'Utu";"WF";;"Countries";;;16025;"http://flags.blogpotato.de/flags/large/all/wf.png";
"CO_WS";"Samoa";"Capital: Apia";"WS";;"Countries";;;192001;"http://flags.blogpotato.de/flags/large/all/ws.png";
"CO_YE";"Yemen";"Capital: San‘a’";"YE";;"Countries";;;23495361;"http://flags.blogpotato.de/flags/large/all/ye.png";
"CO_YT";"Mayotte";"Capital: Mamoudzou";"YT";;"Countries";;;159042;"http://flags.blogpotato.de/flags/large/all/yt.png";
"CO_ZA";"South Africa";"Capital: Pretoria";"ZA";;"Countries";;;49000000;"http://flags.blogpotato.de/flags/large/all/za.png";
"CO_ZM";"Zambia";"Capital: Lusaka";"ZM";;"Countries";;;13460305;"http://flags.blogpotato.de/flags/large/all/zm.png";
"CO_ZW";"Zimbabwe";"Capital: Harare";"ZW";;"Countries";;;11651858;"http://flags.blogpotato.de/flags/large/all/zw.png";
"CO_CS";"Serbia and Montenegro";"Capital: Belgrade";"CS";;"Countries";;;10829175;"http://flags.blogpotato.de/flags/large/all/cs.png";
"CO_AN";"Netherlands Antilles";"Capital: Willemstad";"AN";;"Countries";;;136197;"http://flags.blogpotato.de/flags/large/all/an.png";
"CI_001";"Ra’s al Khaymah";"Asia/Dubai";;;"Cities";;;115949;;
"CI_002";"Dubai";"Asia/Dubai";;;"Cities";;;1137347;;
"CI_003";"Sharjah";"Asia/Dubai";;;"Cities";;;543733;;
"CI_004";"Al ‘Ayn";"Asia/Dubai";;;"Cities";;;408733;;
"CI_005";"`Ajmān";"Asia/Dubai";;;"Cities";;;226172;;
"CI_006";"Abu Dhabi";"Asia/Dubai";;;"Cities";;;603492;;
"CI_007";"Mazār-e Sharīf";"Asia/Kabul";;;"Cities";;;303282;;
"CI_008";"Kunduz";"Asia/Kabul";;;"Cities";;;161902;;
"CI_009";"Kandahār";"Asia/Kabul";;;"Cities";;;391190;;
"CI_010";"Kabul";"Asia/Kabul";;;"Cities";;;3043532;;
"CI_011";"Jalālābād";"Asia/Kabul";;;"Cities";;;200331;;
"CI_012";"Herāt";"Asia/Kabul";;;"Cities";;;272806;;
"CI_013";"Ghazni";"Asia/Kabul";;;"Cities";;;141000;;
"CI_014";"Gardēz";"Asia/Kabul";;;"Cities";;;103601;;
"CI_015";"Balkh";"Asia/Kabul";;;"Cities";;;114883;;
"CI_016";"Baghlān";"Asia/Kabul";;;"Cities";;;108449;;
"CI_017";"Elbasan";"Europe/Tirane";;;"Cities";;;100903;;
"CI_018";"Tirana";"Europe/Tirane";;;"Cities";;;374801;;
"CI_019";"Durrës";"Europe/Tirane";;;"Cities";;;122034;;
"CI_020";"Yerevan";"Asia/Yerevan";;;"Cities";;;1093485;;
"CI_021";"Vanadzor";"Asia/Yerevan";;;"Cities";;;101098;;
"CI_022";"Gyumri";"Asia/Yerevan";;;"Cities";;;148381;;
"CI_023";"Luanda";"Africa/Luanda";;;"Cities";;;2776168;;
"CI_024";"Lubango";"Africa/Luanda";;;"Cities";;;102541;;
"CI_025";"Lobito";"Africa/Luanda";;;"Cities";;;207932;;
"CI_026";"Kuito";"Africa/Luanda";;;"Cities";;;113624;;
"CI_027";"Huambo";"Africa/Luanda";;;"Cities";;;226145;;
"CI_028";"Benguela";"Africa/Luanda";;;"Cities";;;151226;;
"CI_029";"Tandil";"America/Argentina/Buenos Aires";;;"Cities";;;104325;;
"CI_030";"Resistencia";"America/Argentina/Cordoba";;;"Cities";;;387158;;
"CI_031";"Quilmes";"America/Argentina/Buenos Aires";;;"Cities";;;518788;;
"CI_032";"Posadas";"America/Argentina/Cordoba";;;"Cities";;;312060;;
"CI_033";"Morón";"America/Argentina/Buenos Aires";;;"Cities";;;319934;;
"CI_034";"Mar del Plata";"America/Argentina/Buenos Aires";;;"Cities";;;553935;;
"CI_035";"La Plata";"America/Argentina/Buenos Aires";;;"Cities";;;694167;;
"CI_036";"Formosa";"America/Argentina/Cordoba";;;"Cities";;;221383;;
"CI_037";"Corrientes";"America/Argentina/Cordoba";;;"Cities";;;339067;;
"CI_038";"Concordia";"America/Argentina/Cordoba";;;"Cities";;;145210;;
"CI_039";"Buenos Aires";"America/Argentina/Buenos Aires";;;"Cities";;;13076300;;
"CI_040";"Santiago del Estero";"America/Argentina/Cordoba";;;"Cities";;;354692;;
"CI_041";"Santa Rosa";"America/Argentina/Salta";;;"Cities";;;111424;;
"CI_042";"Santa Fe de la Vera Cruz";"America/Argentina/Cordoba";;;"Cities";;;489505;;
"CI_043";"San Salvador de Jujuy";"America/Argentina/Jujuy";;;"Cities";;;305891;;
"CI_044";"San Rafael";"America/Argentina/Mendoza";;;"Cities";;;109163;;
"CI_045";"San Nicolás de los Arroyos";"America/Argentina/Buenos Aires";;;"Cities";;;127742;;
"CI_046";"San Miguel de Tucumán";"America/Argentina/Tucuman";;;"Cities";;;781023;;
"CI_047";"San Luis";"America/Argentina/San Luis";;;"Cities";;;183982;;
"CI_048";"San Juan";"America/Argentina/San Juan";;;"Cities";;;447048;;
"CI_049";"San Fernando del Valle de Catamarca";"America/Argentina/Catamarca";;;"Cities";;;188812;;
"CI_050";"Salta";"America/Argentina/Salta";;;"Cities";;;512686;;
"CI_051";"Rosario";"America/Argentina/Cordoba";;;"Cities";;;1173533;;
"CI_052";"Río Cuarto";"America/Argentina/Cordoba";;;"Cities";;;153757;;
"CI_053";"Paraná";"America/Argentina/Cordoba";;;"Cities";;;262295;;
"CI_054";"Neuquén";"America/Argentina/Salta";;;"Cities";;;242092;;
"CI_055";"Mendoza";"America/Argentina/Mendoza";;;"Cities";;;876884;;
"CI_056";"La Rioja";"America/Argentina/La Rioja";;;"Cities";;;162620;;
"CI_057";"Córdoba";"America/Argentina/Cordoba";;;"Cities";;;1428214;;
"CI_058";"Comodoro Rivadavia";"America/Argentina/Catamarca";;;"Cities";;;140850;;
"CI_059";"Bahía Blanca";"America/Argentina/Buenos Aires";;;"Cities";;;276546;;
"CI_060";"Vienna";"Europe/Vienna";;;"Cities";;;1691468;;
"CI_061";"Salzburg";"Europe/Vienna";;;"Cities";;;150269;;
"CI_062";"Linz";"Europe/Vienna";;;"Cities";;;181162;;
"CI_063";"Innsbruck";"Europe/Vienna";;;"Cities";;;112467;;
"CI_064";"Graz";"Europe/Vienna";;;"Cities";;;222326;;
"CI_065";"Perth";"Australia/Perth";;;"Cities";;;1446704;;
"CI_066";"Adelaide";"Australia/Adelaide";;;"Cities";;;1074159;;
"CI_067";"Townsville";"Australia/Brisbane";;;"Cities";;;138954;;
"CI_068";"Sydney";"Australia/Sydney";;;"Cities";;;4394576;;
"CI_069";"Newcastle";"Australia/Sydney";;;"Cities";;;497955;;
"CI_070";"Melbourne";"Australia/Melbourne";;;"Cities";;;3730206;;
"CI_071";"Gold Coast";"Australia/Brisbane";;;"Cities";;;527660;;
"CI_072";"Geelong West";"Australia/Melbourne";;;"Cities";;;150437;;
"CI_073";"Geelong";"Australia/Melbourne";;;"Cities";;;160991;;
"CI_074";"Wollongong";"Australia/Sydney";;;"Cities";;;260914;;
"CI_075";"Canberra";"Australia/Sydney";;;"Cities";;;327700;;
"CI_076";"Cairns";"Australia/Brisbane";;;"Cities";;;154225;;
"CI_077";"Brisbane";"Australia/Brisbane";;;"Cities";;;958504;;
"CI_078";"Albury";"Australia/Sydney";;;"Cities";;;104258;;
"CI_079";"North Shore";"Australia/Sydney";;;"Cities";;;207241;;
"CI_080";"Logan City";"Australia/Brisbane";;;"Cities";;;253861;;
"CI_081";"City of Parramatta";"Australia/Sydney";;;"Cities";;;148086;;
"CI_082";"Sumqayıt";"Asia/Baku";;;"Cities";;;265150;;
"CI_083";"Ganja";"Asia/Baku";;;"Cities";;;303268;;
"CI_084";"Baku";"Asia/Baku";;;"Cities";;;1116513;;
"CI_085";"Zenica";"Europe/Sarajevo";;;"Cities";;;164423;;
"CI_086";"Tuzla";"Europe/Sarajevo";;;"Cities";;;142486;;
"CI_087";"Sarajevo";"Europe/Sarajevo";;;"Cities";;;696731;;
"CI_088";"Mostar";"Europe/Sarajevo";;;"Cities";;;104518;;
"CI_089";"Banja Luka";"Europe/Sarajevo";;;"Cities";;;221106;;
"CI_090";"Tungi";"Asia/Dhaka";;;"Cities";;;337579;;
"CI_091";"Sylhet";"Asia/Dhaka";;;"Cities";;;237000;;
"CI_092";"Jamālpur";"Asia/Dhaka";;;"Cities";;;167900;;
"CI_093";"Sātkhira";"Asia/Dhaka";;;"Cities";;;128918;;
"CI_094";"Sirājganj";"Asia/Dhaka";;;"Cities";;;127481;;
"CI_095";"Narsingdi";"Asia/Dhaka";;;"Cities";;;281080;;
"CI_096";"Shāhzādpur";"Asia/Dhaka";;;"Cities";;;102420;;
"CI_097";"Rājshāhi";"Asia/Dhaka";;;"Cities";;;700133;;
"CI_098";"Nārāyanganj";"Asia/Dhaka";;;"Cities";;;223622;;
"CI_099";"Mymensingh";"Asia/Dhaka";;;"Cities";;;225126;;
"CI_100";"Comilla";"Asia/Dhaka";;;"Cities";;;389411;;
"CI_101";"Rangpur";"Asia/Dhaka";;;"Cities";;;285564;;
"CI_102";"Kushtia";"Asia/Dhaka";;;"Cities";;;135724;;
"CI_103";"Dhaka";"Asia/Dhaka";;;"Cities";;;10356500;;
"CI_104";"Bhairab Bāzār";"Asia/Dhaka";;;"Cities";;;105457;;
"CI_105";"Pār Naogaon";"Asia/Dhaka";;;"Cities";;;192464;;
"CI_106";"Farīdpur";"Asia/Dhaka";;;"Cities";;;112187;;
"CI_107";"Dinājpur";"Asia/Dhaka";;;"Cities";;;206234;;
"CI_108";"Chittagong";"Asia/Dhaka";;;"Cities";;;3920222;;
"CI_109";"Cox’s Bāzār";"Asia/Dhaka";;;"Cities";;;253788;;
"CI_110";"Khulna";"Asia/Dhaka";;;"Cities";;;1342339;;
"CI_111";"Barisāl";"Asia/Dhaka";;;"Cities";;;202242;;
"CI_112";"Jessore";"Asia/Dhaka";;;"Cities";;;243987;;
"CI_113";"Pābna";"Asia/Dhaka";;;"Cities";;;137888;;
"CI_114";"Tāngāil";"Asia/Dhaka";;;"Cities";;;180144;;
"CI_115";"Bogra";"Asia/Dhaka";;;"Cities";;;210000;;
"CI_116";"Nawābganj";"Asia/Dhaka";;;"Cities";;;142361;;
"CI_117";"Sherpur";"Asia/Dhaka";;;"Cities";;;107419;;
"CI_118";"Saidpur";"Asia/Dhaka";;;"Cities";;;199422;;
"CI_119";"Namur";"Europe/Brussels";;;"Cities";;;106284;;
"CI_120";"Liège";"Europe/Brussels";;;"Cities";;;182597;;
"CI_121";"Gent";"Europe/Brussels";;;"Cities";;;231493;;
"CI_122";"Charleroi";"Europe/Brussels";;;"Cities";;;200132;;
"CI_123";"Brussels";"Europe/Brussels";;;"Cities";;;1019022;;
"CI_124";"Brugge";"Europe/Brussels";;;"Cities";;;116709;;
"CI_125";"Antwerpen";"Europe/Brussels";;;"Cities";;;459805;;
"CI_126";"Ouagadougou";"Africa/Ouagadougou";;;"Cities";;;1086505;;
"CI_127";"Bobo-Dioulasso";"Africa/Ouagadougou";;;"Cities";;;360106;;
"CI_128";"Varna";"Europe/Sofia";;;"Cities";;;312770;;
"CI_129";"Stara Zagora";"Europe/Sofia";;;"Cities";;;143431;;
"CI_130";"Sofia";"Europe/Sofia";;;"Cities";;;1152556;;
"CI_131";"Ruse";"Europe/Sofia";;;"Cities";;;156238;;
"CI_132";"Plovdiv";"Europe/Sofia";;;"Cities";;;340494;;
"CI_133";"Pleven";"Europe/Sofia";;;"Cities";;;118675;;
"CI_134";"Burgas";"Europe/Sofia";;;"Cities";;;195966;;
"CI_135";"Manama";"Asia/Bahrain";;;"Cities";;;147074;;
"CI_136";"Bujumbura";"Africa/Bujumbura";;;"Cities";;;331700;;
"CI_137";"Porto-Novo";"Africa/Porto-Novo";;;"Cities";;;234168;;
"CI_138";"Parakou";"Africa/Porto-Novo";;;"Cities";;;163753;;
"CI_139";"Kandi";"Africa/Porto-Novo";;;"Cities";;;109701;;
"CI_140";"Djougou";"Africa/Porto-Novo";;;"Cities";;;202810;;
"CI_141";"Cotonou";"Africa/Porto-Novo";;;"Cities";;;690584;;
"CI_142";"Bohicon";"Africa/Porto-Novo";;;"Cities";;;125092;;
"CI_143";"Abomey-Calavi";"Africa/Porto-Novo";;;"Cities";;;385755;;
"CI_144";"Tarija";"America/La Paz";;;"Cities";;;159269;;
"CI_145";"Sucre";"America/La Paz";;;"Cities";;;224838;;
"CI_146";"Santa Cruz de la Sierra";"America/La Paz";;;"Cities";;;1364389;;
"CI_147";"Potosí";"America/La Paz";;;"Cities";;;141251;;
"CI_148";"Oruro";"America/La Paz";;;"Cities";;;208684;;
"CI_149";"La Paz";"America/La Paz";;;"Cities";;;812799;;
"CI_150";"Cochabamba";"America/La Paz";;;"Cities";;;900414;;
"CI_151";"Vitória de Santo Antão";"America/Recife";;;"Cities";;;107383;;
"CI_152";"Timon";"America/Fortaleza";;;"Cities";;;124427;;
"CI_153";"Teresina";"America/Fortaleza";;;"Cities";;;744512;;
"CI_154";"Sobral";"America/Fortaleza";;;"Cities";;;157996;;
"CI_155";"São Luís";"America/Fortaleza";;;"Cities";;;917237;;
"CI_156";"Santa Rita";"America/Fortaleza";;;"Cities";;;119893;;
"CI_157";"Santarém";"America/Santarem";;;"Cities";;;189047;;
"CI_158";"Recife";"America/Recife";;;"Cities";;;1478098;;
"CI_159";"Petrolina";"America/Recife";;;"Cities";;;194650;;
"CI_160";"Paulista";"America/Recife";;;"Cities";;;289971;;
"CI_161";"Parnamirim";"America/Fortaleza";;;"Cities";;;150343;;
"CI_162";"Parnaíba";"America/Fortaleza";;;"Cities";;;138008;;
"CI_163";"Olinda";"America/Recife";;;"Cities";;;366754;;
"CI_164";"Natal";"America/Fortaleza";;;"Cities";;;763043;;
"CI_165";"Mossoró";"America/Fortaleza";;;"Cities";;;202005;;
"CI_166";"Maracanaú";"America/Fortaleza";;;"Cities";;;193529;;
"CI_167";"Marabá";"America/Santarem";;;"Cities";;;145860;;
"CI_168";"Maceió";"America/Maceio";;;"Cities";;;954991;;
"CI_169";"Macapá";"America/Belem";;;"Cities";;;338936;;
"CI_170";"Juazeiro do Norte";"America/Fortaleza";;;"Cities";;;225230;;
"CI_171";"João Pessoa";"America/Fortaleza";;;"Cities";;;650883;;
"CI_172";"Jaboatão";"America/Recife";;;"Cities";;;702621;;
"CI_173";"Imperatriz";"America/Fortaleza";;;"Cities";;;218106;;
"CI_174";"Garanhuns";"America/Recife";;;"Cities";;;110085;;
"CI_175";"Fortaleza";"America/Fortaleza";;;"Cities";;;2400000;;
"CI_176";"Caucaia";"America/Fortaleza";;;"Cities";;;275019;;
"CI_177";"Castanhal";"America/Santarem";;;"Cities";;;137406;;
"CI_178";"Caruaru";"America/Recife";;;"Cities";;;235371;;
"CI_179";"Campina Grande";"America/Fortaleza";;;"Cities";;;348936;;
"CI_180";"Cabo";"America/Recife";;;"Cities";;;143105;;
"CI_181";"Belém";"America/Belem";;;"Cities";;;1407737;;
"CI_182";"Arapiraca";"America/Maceio";;;"Cities";;;166562;;
"CI_183";"Araguaína";"America/Araguaina";;;"Cities";;;105019;;
"CI_184";"Ananindeua";"America/Santarem";;;"Cities";;;433956;;
"CI_185";"Volta Redonda";"America/Sao Paulo";;;"Cities";;;249580;;
"CI_186";"Vitória da Conquista";"America/Bahia";;;"Cities";;;253137;;
"CI_187";"Vitória";"America/Sao Paulo";;;"Cities";;;312656;;
"CI_188";"Vila Velha";"America/Sao Paulo";;;"Cities";;;394930;;
"CI_189";"Viamão";"America/Sao Paulo";;;"Cities";;;285269;;
"CI_190";"Várzea Paulista";"America/Sao Paulo";;;"Cities";;;110936;;
"CI_191";"Várzea Grande";"America/Cuiaba";;;"Cities";;;249752;;
"CI_192";"Varginha";"America/Sao Paulo";;;"Cities";;;116571;;
"CI_193";"Uruguaiana";"America/Sao Paulo";;;"Cities";;;123480;;
"CI_194";"Uberlândia";"America/Sao Paulo";;;"Cities";;;563536;;
"CI_195";"Uberaba";"America/Sao Paulo";;;"Cities";;;260843;;
"CI_196";"Teresópolis";"America/Sao Paulo";;;"Cities";;;123979;;
"CI_197";"Teófilo Otoni";"America/Sao Paulo";;;"Cities";;;101170;;
"CI_198";"Taubaté";"America/Sao Paulo";;;"Cities";;;251641;;
"CI_199";"Taboão da Serra";"America/Sao Paulo";;;"Cities";;;214523;;
"CI_200";"Suzano";"America/Sao Paulo";;;"Cities";;;283314;;
"CI_201";"Sumaré";"America/Sao Paulo";;;"Cities";;;227977;;
"CI_202";"Sorocaba";"America/Sao Paulo";;;"Cities";;;558862;;
"CI_203";"Sete Lagoas";"America/Sao Paulo";;;"Cities";;;201334;;
"CI_204";"Serra";"America/Sao Paulo";;;"Cities";;;394153;;
"CI_205";"Sapucaia";"America/Sao Paulo";;;"Cities";;;130937;;
"CI_206";"São Vicente";"America/Sao Paulo";;;"Cities";;;324457;;
"CI_207";"São Paulo";"America/Sao Paulo";;;"Cities";;;10021295;;
"CI_208";"São Leopoldo";"America/Sao Paulo";;;"Cities";;;209229;;
"CI_209";"São José dos Pinhais";"America/Sao Paulo";;;"Cities";;;124224;;
"CI_210";"São José dos Campos";"America/Sao Paulo";;;"Cities";;;613764;;
"CI_211";"São José do Rio Preto";"America/Sao Paulo";;;"Cities";;;374699;;
"CI_212";"São José";"America/Sao Paulo";;;"Cities";;;200000;;
"CI_213";"São João de Meriti";"America/Sao Paulo";;;"Cities";;;454849;;
"CI_214";"São Carlos";"America/Sao Paulo";;;"Cities";;;205035;;
"CI_215";"São Caetano do Sul";"America/Sao Paulo";;;"Cities";;;136453;;
"CI_216";"São Bernardo do Campo";"America/Sao Paulo";;;"Cities";;;743372;;
"CI_217";"Santos";"America/Sao Paulo";;;"Cities";;;411403;;
"CI_218";"Santo André";"America/Sao Paulo";;;"Cities";;;662373;;
"CI_219";"Santa Maria";"America/Sao Paulo";;;"Cities";;;249219;;
"CI_220";"Santa Luzia";"America/Sao Paulo";;;"Cities";;;243503;;
"CI_221";"Santa Cruz do Sul";"America/Sao Paulo";;;"Cities";;;106113;;
"CI_222";"Santa Bárbara d'Oeste";"America/Sao Paulo";;;"Cities";;;188000;;
"CI_223";"Salvador";"America/Bahia";;;"Cities";;;2711840;;
"CI_224";"Rondonópolis";"America/Cuiaba";;;"Cities";;;152912;;
"CI_225";"Rio Grande";"America/Sao Paulo";;;"Cities";;;187838;;
"CI_226";"Rio de Janeiro";"America/Sao Paulo";;;"Cities";;;6023699;;
"CI_227";"Rio Claro";"America/Sao Paulo";;;"Cities";;;180147;;
"CI_228";"Ribeirão Preto";"America/Sao Paulo";;;"Cities";;;551267;;
"CI_229";"Ribeirão Pires";"America/Sao Paulo";;;"Cities";;;111888;;
